Id,SalePrice
1461,123610.22678052593
1462,156096.89731421854
1463,171744.31284989914
1464,198510.38843899395
1465,190153.77035602726
1466,187105.6442228055
1467,185371.3112224548
1468,180377.03905504284
1469,190819.74225429987
1470,107526.13062756366
1471,180954.0090104317
1472,117534.10374034707
1473,107708.08494399344
1474,143208.6607035515
1475,138443.50567586417
1476,356058.8592525688
1477,257134.25864953845
1478,285324.7138163202
1479,277315.39093961945
1480,393564.8607691589
1481,286962.4041726865
1482,214463.97698482007
1483,194152.94849726494
1484,174369.17859791382
1485,202593.98524390205
1486,223524.09780706084
1487,301562.9807103667
1488,248965.40079806806
1489,200938.7384139323
1490,195332.25406756307
1491,221144.33267768146
1492,99276.57139415079
1493,186295.37291918127
1494,286124.81281051284
1495,261556.70417215658
1496,195299.66481190902
1497,186849.7131078695
1498,164713.00108986176
1499,164330.45744055865
1500,149899.09558873932
1501,160102.86914525263
1502,160542.3130052005
1503,256726.30256126283
1504,250089.0069208601
1505,208123.57735211836
1506,185696.75180674554
1507,234161.49196555518
1508,195477.59566248156
1509,166905.95113465757
1510,130215.01839361888
1511,129558.51873178176
1512,149177.7486134468
1513,165430.96495868408
1514,152028.63643181874
1515,195499.93903238585
1516,154461.4558285831
1517,164927.92028598755
1518,129213.78883697095
1519,212328.37985238348
1520,123653.10189691412
1521,127540.57283345595
1522,154456.8124161698
1523,109250.77726858352
1524,127971.01347703005
1525,119306.62991663608
1526,101675.12781473201
1527,99739.97632985128
1528,153052.61590567773
1529,131419.39990349227
1530,173828.7683453014
1531,102104.95245731136
1532,104342.32862267124
1533,138891.90358125165
1534,141762.45777411002
1535,154164.5666282155
1536,108438.13937449931
1537,61127.077853388466
1538,180911.9995962198
1539,211359.18993966596
1540,108754.11300709273
1541,142323.94170352118
1542,141307.97559204113
1543,189520.71449346188
1544,90476.24693030008
1545,131387.2449678453
1546,126618.4631325632
1547,125139.42732762243
1548,146381.69975072343
1549,117079.77825700887
1550,113680.99471686529
1551,111598.07490577627
1552,111417.73967653739
1553,149145.22675733335
1554,133895.66076083915
1555,152851.26514209496
1556,93621.9067020939
1557,87233.30609391912
1558,112173.28710689217
1559,83885.03742720553
1560,109146.16461293175
1561,119288.57851308452
1562,132959.0347541783
1563,117426.3560956693
1564,134076.39216126423
1565,133833.99943184853
1566,226075.98535488988
1567,80309.0714517186
1568,196846.22763337722
1569,103259.41140183664
1570,146850.94409471785
1571,124004.2909757196
1572,136635.97840199518
1573,236714.71256655644
1574,121137.25133388747
1575,196631.41382619564
1576,219810.6033131491
1577,204850.0898368371
1578,139921.39986020757
1579,133284.79919471563
1580,216503.95449892926
1581,159744.0280446061
1582,124745.58634695964
1583,276495.45966194675
1584,235969.4590505728
1585,142216.36083389624
1586,88601.64770007624
1587,119534.19019131856
1588,139461.61754328298
1589,102642.16813236332
1590,140618.17945593438
1591,101183.01783005933
1592,117883.59344744372
1593,117754.27468234442
1594,167916.13050440824
1595,106215.19329014323
1596,198576.50182842897
1597,167067.40483484472
1598,225574.58941262934
1599,183753.13126006108
1600,181562.86884290795
1601,69186.67124345958
1602,114042.88008346225
1603,84975.72082529108
1604,223456.91133005498
1605,255578.91458468698
1606,162273.45454474058
1607,184780.45176833463
1608,213704.65602185592
1609,205966.7966068399
1610,166437.33033144995
1611,140628.1951928091
1612,170886.9958156127
1613,163733.49495194017
1614,115613.66575898847
1615,104866.22585627102
1616,90810.1338902626
1617,101135.52184717388
1618,134048.6645229507
1619,144585.83254113147
1620,166955.67297368136
1621,144937.76670042725
1622,138247.67579175814
1623,245001.00787037684
1624,194195.9559222123
1625,130214.80568000229
1626,159108.0395817411
1627,188498.40134560506
1628,293878.8939336119
1629,200537.18879888908
1630,308381.0104301474
1631,209944.388566547
1632,225734.7258813422
1633,192638.5740817922
1634,185401.4765906729
1635,179756.9192582783
1636,163299.6702029024
1637,172270.31791293118
1638,226980.55879702946
1639,188613.39746484367
1640,292486.24896112544
1641,183740.5592602713
1642,226298.38541757435
1643,247937.76033785177
1644,247030.9746881586
1645,173205.41877899543
1646,154235.3923334535
1647,169654.25151166943
1648,135146.64166315942
1649,141622.32959367402
1650,110379.33400404213
1651,121622.84973317568
1652,118764.41416468608
1653,124039.27722705524
1654,142388.41683594373
1655,140718.06491755458
1656,137880.93810994705
1657,143918.324348183
1658,138610.87991419903
1659,140652.7167206629
1660,143323.4245169995
1661,386789.05972405686
1662,376934.7966056228
1663,318818.39733978943
1664,442083.70500261546
1665,293039.56125606503
1666,273298.8048408533
1667,238781.3899961408
1668,300490.3218210801
1669,280499.97325133573
1670,307280.38485236047
1671,240976.35375342987
1672,375186.2552141386
1673,310703.36571271165
1674,250469.2436531921
1675,171686.07289879085
1676,169509.225940007
1677,196382.54989869572
1678,423426.9430336799
1679,307204.4009994531
1680,279474.1705395544
1681,241900.29215937987
1682,263416.46355254436
1683,185052.74677388492
1684,208846.9432794605
1685,189060.70887415143
1686,175318.76794135044
1687,196715.65983222416
1688,216668.16897926325
1689,216518.53019030605
1690,210293.40792782113
1691,198633.43384942337
1692,268468.57132478984
1693,199089.65345733022
1694,184843.53040889755
1695,191960.6482996874
1696,261269.64922264405
1697,205005.59408038217
1698,323946.5248207587
1699,272663.82277566404
1700,230800.7907125902
1701,278053.299348098
1702,264614.3185319278
1703,255980.3480675236
1704,257752.45871921093
1705,240552.85621947475
1706,373316.3806360832
1707,215288.18869869094
1708,212399.1568563725
1709,281528.600224235
1710,238306.6762270114
1711,256653.25529857006
1712,269842.7752070736
1713,231352.27535809277
1714,217621.79901603342
1715,214420.3411590732
1716,208538.92464111248
1717,191353.1093082089
1718,169129.97875472918
1719,233561.10386306862
1720,241925.47497242436
1721,193305.67277873115
1722,156110.76004246113
1723,155419.6483866875
1724,216442.03486316002
1725,240493.86918729552
1726,191550.69993402757
1727,153458.57789961432
1728,195640.09293009664
1729,182936.099068344
1730,193189.89583600586
1731,119546.89215359047
1732,120078.86071666804
1733,117274.21488780381
1734,122903.97907064343
1735,140918.2003545005
1736,120818.5875598819
1737,299253.47676424735
1738,246974.47283571723
1739,284468.7557307713
1740,190681.3231999354
1741,168521.76328080028
1742,158288.38151604004
1743,172970.32425372966
1744,286287.7520170384
1745,214055.2853533366
1746,247148.48860370435
1747,225209.10556777142
1748,233278.89975211507
1749,136613.31902831848
1750,144347.31385507394
1751,257209.87799292462
1752,123633.17894316
1753,145643.59156538642
1754,205012.7337267989
1755,146630.4287913369
1756,113654.79654421484
1757,122364.73093613102
1758,117877.57000591677
1759,157181.5059928962
1760,140630.74048079658
1761,133988.5887918336
1762,170293.41534134076
1763,153753.60845117754
1764,115158.29949306419
1765,167855.64847732594
1766,161748.2224575042
1767,202925.98295873526
1768,132340.96643398682
1769,171756.9843528686
1770,159482.0144888002
1771,122052.85310857186
1772,127777.67612358226
1773,110563.067765801
1774,133359.45197795
1775,144395.95762586658
1776,119670.49806520583
1777,106990.33160555227
1778,139366.5215915022
1779,125037.22906804542
1780,179059.76024300113
1781,124644.95820719491
1782,87271.23490468912
1783,132017.5038611498
1784,97041.52337548055
1785,112910.29928995365
1786,128491.76983293903
1787,166862.39305528242
1788,67601.08433676849
1789,103706.89455029526
1790,69262.31512685878
1791,200359.24562524335
1792,164332.94022497212
1793,134897.73191743594
1794,165708.6447630036
1795,141401.76000642084
1796,145821.1827748954
1797,123439.20941091188
1798,122857.3532691981
1799,114354.85667508253
1800,115833.71509046614
1801,126304.99041221244
1802,157728.3408660332
1803,160698.56541142898
1804,132914.8423697739
1805,140813.07056278363
1806,149226.481660083
1807,135448.2145352696
1808,125701.53708565216
1809,127013.68482120312
1810,124843.81936695996
1811,95671.54717928261
1812,104594.36418804643
1813,131966.28223705027
1814,88734.9599681307
1815,66248.15721915786
1816,108635.0401543352
1817,90470.67432635269
1818,143714.9057246283
1819,125207.58138041492
1820,71117.72750848214
1821,125688.600246096
1822,134791.485158783
1823,62796.344891261004
1824,128831.66499968867
1825,133106.64413857178
1826,99768.26623702746
1827,109063.80900749972
1828,126369.57630087985
1829,102561.9367126318
1830,136131.91645405279
1831,184631.77570493874
1832,106004.81807180347
1833,138897.06370562597
1834,134296.13554193664
1835,88565.34332120194
1836,133239.31457505852
1837,86872.92267169515
1838,115813.52004456602
1839,115243.32780684305
1840,134536.46983080276
1841,132628.53303910384
1842,93565.53104069865
1843,131883.76123842716
1844,136516.1173953137
1845,144028.19380327984
1846,132522.67538065746
1847,154119.79327128862
1848,63661.7786846339
1849,123031.04300142231
1850,119413.81458339594
1851,155639.17040787567
1852,120634.2855351387
1853,121537.11688194938
1854,180169.97433828298
1855,165800.18469331955
1856,221015.65085558983
1857,132315.531640063
1858,163574.29934469162
1859,140489.0216123704
1860,130864.42340464491
1861,139607.75973450122
1862,272395.41975482716
1863,267225.6753745746
1864,267274.05917430227
1865,304749.8567449099
1866,299193.4045475466
1867,238579.9440477485
1868,274625.5938084839
1869,205001.20901500483
1870,232268.37113959473
1871,242768.22996778885
1872,187941.93151448184
1873,220325.7695710926
1874,153385.61580796845
1875,208714.68375612178
1876,193688.01695051458
1877,211563.7914947113
1878,210275.13074747677
1879,131395.45549472715
1880,142497.18915929968
1881,219160.9015500793
1882,283230.02475973935
1883,214568.8251081143
1884,225153.07190302853
1885,240910.6939358395
1886,263916.28158364416
1887,201732.84180578173
1888,250631.62280714107
1889,182425.80319769157
1890,119583.84169776483
1891,142445.3049133938
1892,99317.01390424272
1893,125844.9884686404
1894,131533.28477907783
1895,141799.6841910405
1896,118961.63277384872
1897,105884.85422210234
1898,122968.25181904438
1899,137946.40090494812
1900,146179.93236342212
1901,134260.49805177285
1902,128256.89572768759
1903,208379.5777478743
1904,126606.7365007629
1905,168173.318137103
1906,152695.0081379914
1907,171206.36458097547
1908,131009.75765371679
1909,139970.94508869076
1910,138454.93784781185
1911,204835.14340358565
1912,303018.66580796964
1913,133085.8539235233
1914,83691.49296903124
1915,227139.02272691
1916,66664.88820868777
1917,264145.26399373054
1918,140105.5271001276
1919,162637.35588970923
1920,167845.80416427657
1921,335297.0957836086
1922,294431.4976160818
1923,244247.8003216279
1924,192454.22061309151
1925,247103.80391680417
1926,326569.58583618945
1927,140505.26962408476
1928,150459.8788701161
1929,129857.89684741963
1930,151654.89271100936
1931,133313.39811359506
1932,146199.5616711937
1933,158757.03883840438
1934,187108.041548941
1935,174680.07511094876
1936,188672.12431577692
1937,192167.2129758745
1938,167930.77122581092
1939,226976.79715365713
1940,190214.25820123954
1941,191771.23608600273
1942,188284.31225580713
1943,191139.03918276692
1944,312420.3029786264
1945,317319.9751297085
1946,142614.0328399986
1947,260708.30239160272
1948,175851.4715115537
1949,228637.30036620266
1950,200763.33900505208
1951,234181.0065754247
1952,206888.00340489554
1953,154701.4439093419
1954,225978.16165655904
1955,138098.53800961454
1956,297061.5390663877
1957,164880.62206658823
1958,291549.82806733256
1959,148661.83057165344
1960,115097.08515987945
1961,117847.93575714102
1962,118764.41416468608
1963,124166.79843552041
1964,115242.45043460137
1965,141703.16200384308
1966,149463.6312097249
1967,252286.37734883273
1968,325805.96962645266
1969,326828.9488861077
1970,375185.4447059487
1971,423537.3420881717
1972,342926.19528905133
1973,278234.53504964494
1974,297766.62594952877
1975,409899.33302886406
1976,254517.28177472472
1977,329119.2451115857
1978,337437.8703016175
1979,284758.81609404803
1980,139734.4557069327
1981,272599.1801765912
1982,208352.7764851818
1983,208352.7764851818
1984,188666.32639839954
1985,188118.23741733358
1986,197962.27838731118
1987,197369.3332206156
1988,191521.0407464088
1989,219994.6227049782
1990,238878.0894016184
1991,203165.12803287248
1992,231476.67027175764
1993,195497.80371872798
1994,259762.28167123414
1995,212579.81101090644
1996,272486.4999820939
1997,301726.59511998424
1998,274702.69486698566
1999,251396.96077716965
2000,330739.64606432273
2001,238654.12981558463
2002,230004.31109811008
2003,259587.4811032099
2004,262576.9301439138
2005,236792.38139507352
2006,230580.43563146444
2007,255318.398388821
2008,201777.83953363352
2009,195856.92721337083
2010,221379.8462505151
2011,177754.4788094119
2012,195732.56084300455
2013,182916.24140592947
2014,187040.549069104
2015,210069.79530455056
2016,191226.89460368524
2017,206269.33388125524
2018,117837.53408141468
2019,135643.6028970781
2020,99358.1837591894
2021,112378.23847875964
2022,168123.53709084226
2023,136069.5860740696
2024,245786.68468798575
2025,354690.33722206403
2026,182998.92605745784
2027,150558.47442871198
2028,178678.22376688645
2029,158693.06408211731
2030,243765.7659331712
2031,227380.7126690956
2032,229200.225263525
2033,236460.0835948451
2034,167521.5822586664
2035,225857.32746424773
2036,201036.26189205016
2037,202430.8865037833
2038,326026.38175484055
2039,196780.87072363007
2040,340023.286552795
2041,277998.70087829576
2042,221113.5966864521
2043,156546.5369958442
2044,170359.16229470648
2045,209350.9633991609
2046,142563.77865369376
2047,139806.9107081174
2048,133468.65885107577
2049,140183.94672481326
2050,193800.67922653412
2051,119841.8622849904
2052,121470.73304421327
2053,143639.2213689823
2054,98031.18485418586
2055,143212.63637509444
2056,152441.8501140419
2057,112681.8870261717
2058,204297.8861352625
2059,116064.18076138062
2060,158241.5150826478
2061,164368.79848566503
2062,118544.60773466587
2063,116104.93697004783
2064,126967.23506701227
2065,115326.49207379231
2066,166092.86562574934
2067,132719.5513454634
2068,138150.4166283858
2069,102433.2733074839
2070,116023.38553116623
2071,99195.59410964114
2072,111371.8132365463
2073,132140.366533191
2074,186352.7772850805
2075,149029.67474694108
2076,119871.60968839246
2077,131680.7831614346
2078,119390.28153601509
2079,135883.6873852149
2080,134164.61805866635
2081,129380.99704717418
2082,135973.90080772704
2083,138636.36967720327
2084,118639.86622500952
2085,122869.2088596575
2086,177470.94185651376
2087,137241.6053834264
2088,104864.26812226005
2089,90183.79739526639
2090,130950.60085510704
2091,97947.22997391436
2092,127535.21526619053
2093,119585.05044630788
2094,133713.1804110461
2095,124115.17460431355
2096,95311.25393526307
2097,106445.44029747805
2098,127665.44314114835
2099,67662.64631164684
2100,88822.73540963318
2101,99157.75529722628
2102,152946.42203429175
2103,103505.43507553429
2104,127088.2989056696
2105,130869.8218932789
2106,58757.19750118578
2107,182615.8150581941
2108,124277.2786014779
2109,119318.09364886468
2110,121801.68006830623
2111,181057.62896043793
2112,124760.40670571988
2113,126525.49501649957
2114,130520.11191485987
2115,157935.94411346706
2116,112905.14326180576
2117,148669.41236305897
2118,129826.87433880272
2119,118923.23430613602
2120,117261.82445924116
2121,105998.86873014882
2122,103204.14101646986
2123,116015.12248906227
2124,167087.14848661554
2125,119969.66121261983
2126,128490.34712489399
2127,155711.38369912136
2128,138595.9937121313
2129,114129.9171396127
2130,145626.16382963958
2131,160607.08752836936
2132,113676.91539094952
2133,128806.31574550875
2134,121094.39549855643
2135,110187.1921835434
2136,68131.84611772282
2137,122973.57002873864
2138,121746.71033796074
2139,142211.97201599053
2140,142719.7905306797
2141,159556.20765706588
2142,127578.4083961798
2143,132500.2286091392
2144,84187.4844547281
2145,142448.23858567493
2146,164153.70384413598
2147,113456.69860133386
2148,132586.39520349418
2149,131049.87726572125
2150,213834.67307166872
2151,135157.5945290619
2152,152324.83916204365
2153,140357.59061607457
2154,114550.39041964391
2155,167277.1855544992
2156,187708.64120845878
2157,211758.68692320742
2158,246301.36108663684
2159,234053.5875139178
2160,203714.7179427413
2161,254945.42649096163
2162,341866.11460044066
2163,299250.096483534
2164,217417.12485532626
2165,179950.43524219503
2166,153380.36222025656
2167,200648.34263744837
2168,198011.49544884454
2169,211938.60939482192
2170,226189.97730566084
2171,145900.53590959875
2172,137643.75476178588
2173,170090.95430468963
2174,249164.94984118862
2175,291163.5315782958
2176,263152.3246317256
2177,264462.12398066587
2178,248350.63781172855
2179,141319.90102932454
2180,198680.15839660945
2181,209302.36481391333
2182,232341.67641996848
2183,207468.0440709597
2184,125284.46551644572
2185,123137.04579764344
2186,153139.10432045322
2187,149571.3693979893
2188,171570.79921735087
2189,371955.33703007916
2190,101663.94084932395
2191,102079.16066205823
2192,81278.6871019435
2193,125207.40657614433
2194,133907.19358234608
2195,101473.6432083528
2196,107003.24967231491
2197,110286.27962122063
2198,162597.33958884134
2199,155844.99566535608
2200,125565.34945891706
2201,126457.77030589436
2202,195082.31123843393
2203,114832.7286533185
2204,150383.60770817348
2205,111382.63002434536
2206,131228.77584164133
2207,191107.12911438962
2208,248312.6810485872
2209,167083.15051772827
2210,131103.38277347723
2211,131851.74281809235
2212,141261.1446774131
2213,114658.10785170666
2214,138329.95950862084
2215,114513.61966921104
2216,147281.49763239262
2217,70308.75465976361
2218,92920.56564305013
2219,95812.95178095481
2220,84173.67974263147
2221,227139.02272691
2222,200907.4079995946
2223,260504.98463333974
2224,221300.13303930155
2225,147271.22372159475
2226,152526.43994980087
2227,186518.878860311
2228,253920.336202311
2229,258339.25002235983
2230,161248.3031763779
2231,221712.97701008405
2232,186677.67389058977
2233,169313.8045668731
2234,239770.67431061695
2235,197578.7353135355
2236,265971.45717153343
2237,281701.71390357387
2238,194365.73282134562
2239,156498.43105486254
2240,148977.0469072737
2241,110140.73328326193
2242,119803.93481779155
2243,133871.25037771603
2244,107279.42886403271
2245,99884.41051908082
2246,143510.32831285347
2247,150288.21004123962
2248,137147.75769707724
2249,134124.33939827725
2250,138099.99553252012
2251,114516.27682936336
2252,176001.17763452904
2253,172354.30523353902
2254,186434.6284116376
2255,194995.24897280923
2256,197223.67437940105
2257,216391.7007565882
2258,185992.777076107
2259,184290.3742320991
2260,152353.53100006806
2261,180741.58502995176
2262,191991.2032546793
2263,324962.06989401527
2264,422455.6484304551
2265,145216.84279362386
2266,256610.8993671565
2267,322493.99125515786
2268,366597.8462519228
2269,163958.47955358645
2270,205260.86734290648
2271,210574.42171745715
2272,210505.9210350933
2273,166702.67808452548
2274,166367.14236972062
2275,157187.90094554666
2276,173442.43720723334
2277,182245.22844757463
2278,151790.96274497695
2279,122828.22022649144
2280,119143.53066379423
2281,162998.88061980638
2282,164032.04992555076
2283,127414.34566867644
2284,124348.45109550453
2285,157562.4497324036
2286,124609.233109628
2287,298239.9841432849
2288,258210.76837604668
2289,303038.521744201
2290,371791.8581528025
2291,326664.9455907931
2292,365393.2478569947
2293,375893.39572915545
2294,381734.26213424205
2295,402806.64195495914
2296,296141.453576319
2297,285035.08960200445
